1561680877435091968,-0.00271,0.00264,-0.00124,0.99999,-0.00327,0.00162,0.00259,0.00000,0.00000,0.00000,
1561680877499373568,-0.00306,0.00378,-0.00171,0.99995,-0.00946,0.00054,0.00290,0.00000,0.00000,0.00000,
1561680877568471296,-0.00408,0.00421,-0.00038,0.99997,-0.00535,-0.00312,0.00498,0.00000,0.00000,0.00000,
1561680877636983296,-0.00467,0.00507,-0.00008,0.99996,-0.00510,-0.00087,0.00663,0.00000,0.00000,0.00000,
1561680877705407488,-0.00596,0.00626,-0.00110,0.99989,-0.00911,-0.00280,0.01132,0.00000,0.00000,0.00000,
1561680877780887552,-0.00841,0.00690,-0.00078,0.99985,-0.00784,-0.00308,0.01513,0.00000,0.00000,0.00000,
1561680877832331264,-0.00996,0.00724,-0.00087,0.99987,-0.00800,-0.00657,0.01204,0.00000,0.00000,0.00000,
1561680877901958912,-0.00917,0.00748,-0.00090,0.99989,0.00144,-0.01353,0.00553,0.00000,0.00000,0.00000,
1561680877968102400,-0.00897,0.00645,0.00099,0.99994,0.00047,-0.00696,0.00828,0.00000,0.00000,0.00000,
1561680878037684480,-0.00858,0.00598,0.00174,0.99991,0.00009,0.00014,0.01348,0.00000,0.00000,0.00000,
1561680878104511744,-0.00815,0.00626,0.00091,0.99990,-0.00123,-0.00016,0.01413,0.00000,0.00000,0.00000,
1561680878168258304,-0.00787,0.00556,0.00116,0.99987,-0.00191,0.00058,0.01622,0.00000,0.00000,0.00000,
1561680878234926336,-0.00803,0.00530,0.00115,0.99986,-0.00350,0.00188,0.01635,0.00000,0.00000,0.00000,
1561680878318293760,-0.00892,0.00455,0.00169,0.99977,-0.00551,0.00484,0.02013,0.00000,0.00000,0.00000,
1561680878367388672,-0.00941,0.00448,0.00195,0.99969,-0.00530,0.00514,0.02360,0.00000,0.00000,0.00000,
1561680878436010240,-0.00962,0.00512,0.00261,0.99969,-0.00245,0.00674,0.02366,0.00000,0.00000,0.00000,
1561680878506519296,-0.00980,0.00530,0.00359,0.99968,-0.00254,0.01087,0.02289,0.00000,0.00000,0.00000,
1561680878573887488,-0.01041,0.00516,0.00474,0.99962,-0.00190,0.01197,0.02458,0.00000,0.00000,0.00000,
1561680878639818496,-0.01135,0.00451,0.00622,0.99944,-0.00664,0.01699,0.02812,0.00000,0.00000,0.00000,
1561680878700165632,-0.01218,0.00288,0.00793,0.99928,-0.00596,0.01906,0.03221,0.00000,0.00000,0.00000,
1561680878767139328,-0.01232,0.00135,0.00983,0.99918,-0.00411,0.01939,0.03518,0.00000,0.00000,0.00000,
1561680878835198464,-0.01136,-0.00021,0.01081,0.99918,-0.00185,0.01869,0.03593,0.00000,0.00000,0.00000,
1561680878902576640,-0.01011,-0.00173,0.01126,0.99913,-0.00460,0.01918,0.03667,0.00000,0.00000,0.00000,
1561680878974226688,-0.00815,-0.00224,0.01352,0.99914,-0.00269,0.02301,0.03426,0.00000,0.00000,0.00000,
1561680879042041856,-0.00584,-0.00308,0.01694,0.99913,-0.00502,0.02338,0.03427,0.00000,0.00000,0.00000,
1561680879108933376,-0.00185,-0.00338,0.02207,0.99914,-0.00594,0.02445,0.03287,0.00000,0.00000,0.00000,
1561680879171803904,0.00269,-0.00350,0.02866,0.99918,-0.00773,0.02421,0.03163,0.00000,0.00000,0.00000,
1561680879238915584,0.00900,-0.00387,0.03546,0.99917,-0.01034,0.02255,0.03242,0.00000,0.00000,0.00000,
1561680879305988352,0.01632,-0.00398,0.04297,0.99916,-0.01230,0.02307,0.03161,0.00000,0.00000,0.00000,
1561680879373660416,0.02524,-0.00342,0.05127,0.99923,-0.01128,0.02330,0.02964,0.00000,0.00000,0.00000,
1561680879440607488,0.03612,-0.00301,0.05993,0.99926,-0.01050,0.02420,0.02784,0.00000,0.00000,0.00000,
1561680879507588352,0.04993,-0.00185,0.06833,0.99924,-0.01173,0.02656,0.02618,0.00000,0.00000,0.00000,
1561680879574778368,0.06753,-0.00118,0.07153,0.99915,-0.01433,0.02675,0.02794,0.00000,0.00000,0.00000,
1561680879641501952,0.08673,-0.00052,0.07771,0.99893,-0.01905,0.02963,0.02984,0.00000,0.00000,0.00000,
1561680879707257856,0.10884,-0.00069,0.08399,0.99873,-0.02370,0.03184,0.03117,0.00000,0.00000,0.00000,
1561680879775732224,0.13413,0.00075,0.09386,0.99859,-0.02571,0.03477,0.03074,0.00000,0.00000,0.00000,
1561680879842266880,0.16218,0.00210,0.10502,0.99856,-0.02542,0.03621,0.03022,0.00000,0.00000,0.00000,
1561680879914517760,0.19022,0.00321,0.11815,0.99857,-0.02486,0.03686,0.02966,0.00000,0.00000,0.00000,
1561680879974555392,0.21756,0.00270,0.13434,0.99849,-0.02560,0.03911,0.02901,0.00000,0.00000,0.00000,
1561680880051214848,0.23726,0.00062,0.15190,0.99843,-0.02602,0.03793,0.03190,0.00000,0.00000,0.00000,
1561680880107033600,0.26054,0.00496,0.17120,0.99836,-0.02393,0.03974,0.03369,0.00000,0.00000,0.00000,
1561680880175480576,0.27225,0.00471,0.20993,0.99831,-0.01927,0.04411,0.03262,0.00000,0.00000,0.00000,
1561680880247616000,0.28250,0.01141,0.25105,0.99839,-0.01697,0.04451,0.03068,0.00000,0.00000,0.00000,
1561680880307053312,0.29194,0.01520,0.29557,0.99862,-0.01476,0.03852,0.03241,0.00000,0.00000,0.00000,
1561680880374272000,0.30148,0.01474,0.33976,0.99895,-0.01402,0.02895,0.03261,0.00000,0.00000,0.00000,
1561680880440770816,0.30382,0.01941,0.38112,0.99922,-0.01800,0.02035,0.02861,0.00000,0.00000,0.00000,
1561680880513043456,0.30880,0.01956,0.40622,0.99932,-0.02086,0.00762,0.02942,0.00000,0.00000,0.00000,
1561680880580113920,0.28931,0.03917,0.44556,0.99953,-0.02051,0.00215,0.02274,0.00000,0.00000,0.00000,
1561680880657532672,0.31082,0.03907,0.46705,0.99947,-0.02195,-0.00486,0.02339,0.00000,0.00000,0.00000,
1561680880708593152,0.32730,0.04670,0.46941,0.99951,-0.01786,-0.01555,0.02061,0.00000,0.00000,0.00000,
1561680880775442944,0.33517,0.05004,0.49880,0.99946,-0.01438,-0.02183,0.02005,0.00000,0.00000,0.00000,
1561680880841743104,0.34676,0.05177,0.50693,0.99898,-0.01428,-0.03627,0.02265,0.00000,0.00000,0.00000,
1561680880908472320,0.33929,0.06584,0.52937,0.99873,-0.01642,-0.04348,0.01969,0.00000,0.00000,0.00000,
1561680880978810112,0.33207,0.07168,0.55675,0.99881,-0.01666,-0.04268,0.01683,0.00000,0.00000,0.00000,
1561680881041412352,0.33009,0.07390,0.56803,0.99863,-0.01956,-0.04554,0.01691,0.00000,0.00000,0.00000,
1561680881107898368,0.33041,0.07644,0.57433,0.99842,-0.02171,-0.04840,0.01870,0.00000,0.00000,0.00000,
1561680881175341056,0.32685,0.08146,0.58864,0.99853,-0.02418,-0.04524,0.01766,0.00000,0.00000,0.00000,
1561680881241029888,0.33288,0.08082,0.58576,0.99856,-0.02001,-0.04716,0.01571,0.00000,0.00000,0.00000,
1561680881309084416,0.33438,0.07837,0.58265,0.99833,-0.01569,-0.05358,0.01500,0.00000,0.00000,0.00000,
1561680881376012544,0.32789,0.08453,0.58939,0.99846,-0.01433,-0.05259,0.01025,0.00000,0.00000,0.00000,
1561680881450431232,0.32398,0.08335,0.58668,0.99861,-0.01213,-0.05053,0.00827,0.00000,0.00000,0.00000,
1561680881517090560,0.31700,0.08317,0.58177,0.99880,-0.01075,-0.04766,0.00450,0.00000,0.00000,0.00000,
1561680881575293952,0.31542,0.08138,0.57146,0.99896,-0.01119,-0.04414,0.00068,0.00000,0.00000,0.00000,
1561680881642453760,0.31138,0.07815,0.56727,0.99908,-0.01205,-0.04107,-0.00166,0.00000,0.00000,0.00000,
